state,Month,Year,handgun,long_gun,other,month,permit,Total Sales
Illinois,May,2019,17976,7587,0,2019-05,13168,38731
Illinois,May,2020,26854,9959,0,2020-05,25190,62003
Illinois,May,2021,25210,9855,0,2021-05,16682,51747
Illinois,May,2022,19865,8639,1031,2022-05,249554,279089
Illinois,May,2023,23805,11014,1103,2023-05,341541,377463
Illinois,Nov,2009,7925,12399,0,2009-11,43221,63545
Illinois,Nov,2010,9128,13938,0,2010-11,40322,63388
Illinois,Nov,2011,12039,16397,0,2011-11,56320,84756
Illinois,Nov,2012,16845,22364,0,2012-11,51530,90739
Illinois,Nov,2013,20356,18330,0,2013-11,51259,89945
Illinois,Nov,2014,19282,18280,0,2014-11,66164,103726
Illinois,Nov,2015,24412,17227,0,2015-11,87190,128829
Illinois,Nov,2016,28463,19005,0,2016-11,26250,73718
Illinois,Nov,2017,26122,16102,0,2017-11,19861,62085
Illinois,Nov,2018,22978,14038,0,2018-11,14214,51230
Illinois,Nov,2019,21597,12115,0,2019-11,12356,46068
Illinois,Nov,2020,29335,17557,0,2020-11,27657,74549
Illinois,Nov,2021,25791,14008,1552,2021-11,262319,303670
Illinois,Nov,2022,24875,14612,1564,2022-11,412201,453252
Illinois,Oct,2009,8321,11369,0,2009-10,45473,65163
Illinois,Oct,2010,8918,10462,0,2010-10,42642,62022
Illinois,Oct,2011,10417,12084,0,2011-10,46508,69009
Illinois,Oct,2012,13118,15029,0,2012-10,49184,77331
Illinois,Oct,2013,17090,14128,0,2013-10,69461,100679
Illinois,Oct,2014,17927,14023,0,2014-10,70325,102275
Illinois,Oct,2015,19306,12361,0,2015-10,63534,95201
Illinois,Oct,2016,33986,14739,0,2016-10,20563,69288
Illinois,Oct,2017,20093,12503,0,2017-10,17529,50125
Illinois,Oct,2018,17916,10755,0,2018-10,13700,42371
Illinois,Oct,2019,17482,10040,0,2019-10,12414,39936
Illinois,Oct,2020,28277,14905,0,2020-10,27352,70534
Illinois,Oct,2021,24172,12375,1311,2021-10,213822,251680
Illinois,Oct,2022,21387,10840,1091,2022-10,369511,402829
Illinois,Sep,2009,6722,9425,0,2009-09,43429,59576
Illinois,Sep,2010,8469,9115,0,2010-09,40568,58152
Illinois,Sep,2011,9915,10724,0,2011-09,44902,65541
Illinois,Sep,2012,11788,12727,0,2012-09,45837,70352
Illinois,Sep,2013,14147,12860,0,2013-09,40089,67096
Illinois,Sep,2014,16060,12191,0,2014-09,88071,116322
Illinois,Sep,2015,17451,12693,0,2015-09,63566,93710
Illinois,Sep,2016,20298,11876,0,2016-09,17365,49539
Illinois,Sep,2017,18290,10201,0,2017-09,15712,44203
Illinois,Sep,2018,16749,9393,0,2018-09,12726,38868
Illinois,Sep,2019,17639,9512,0,2019-09,13011,40162
Illinois,Sep,2020,27645,13848,0,2020-09,33632,75125
Illinois,Sep,2021,22461,11566,1287,2021-09,312148,347462
Illinois,Sep,2022,21772,10505,1175,2022-09,337476,370928
Illinois,Sep,2023,19675,10357,786,2023-09,191538,222356
Indiana,Apr,2010,8149,7473,227,2010-04,8696,24545
Indiana,Apr,2011,10938,9339,285,2011-04,8361,28923
Indiana,Apr,2012,13520,10411,405,2012-04,11986,36322
Indiana,Apr,2013,17150,14005,787,2013-04,18389,50331
Indiana,Apr,2014,16956,11235,801,2014-04,12335,41327
Indiana,Apr,2015,16372,10732,823,2015-04,38811,66738
Indiana,Apr,2016,20756,12137,1079,2016-04,91355,125327
Indiana,Apr,2017,21454,11390,1158,2017-04,27978,61980
Indiana,Apr,2018,19405,11491,1758,2018-04,43928,76582
Indiana,Apr,2019,18528,9718,1493,2019-04,41080,70819
Indiana,Apr,2020,29904,14843,2332,2020-04,233,47312
Indiana,Apr,2021,29792,16385,2400,2021-04,1188,49765
Indiana,Apr,2022,24086,13122,1933,2022-04,908,40049
Indiana,Apr,2023,20732,12656,1670,2023-04,412,35470
Indiana,Aug,2009,7900,8544,201,2009-08,1733,18378
Indiana,Aug,2010,9467,8859,218,2010-08,9850,28394
Indiana,Aug,2011,9898,9924,338,2011-08,7165,27325
Indiana,Aug,2012,13991,12638,593,2012-08,7534,34756
Indiana,Aug,2013,14264,12775,597,2013-08,20615,48251
Indiana,Aug,2014,15459,12168,662,2014-08,7583,35872
Indiana,Aug,2015,16546,11880,894,2015-08,35816,65136
Indiana,Aug,2016,18906,13606,1238,2016-08,44252,78002
Indiana,Aug,2017,17271,11844,1132,2017-08,15664,45911
Indiana,Aug,2018,15764,10339,1252,2018-08,31327,58682
Indiana,Aug,2019,19883,11389,1756,2019-08,1140,34168
Indiana,Aug,2020,28843,16235,2226,2020-08,1199,48503
Indiana,Aug,2021,21769,13831,1786,2021-08,1800,39186
Indiana,Aug,2022,23746,12311,1717,2022-08,339,38113
Indiana,Aug,2023,16646,10978,1549,2023-08,407,29580
Indiana,Dec,2009,9904,14739,218,2009-12,6771,31632
Indiana,Dec,2010,11672,15692,236,2010-12,8506,36106
Indiana,Dec,2011,16616,19842,435,2011-12,5267,42160
Indiana,Dec,2012,28474,31940,1357,2012-12,7578,69349
Indiana,Dec,2013,20168,21557,841,2013-12,9562,52128
Indiana,Dec,2014,23399,21186,1044,2014-12,27509,73138
Indiana,Dec,2015,44150,26105,2370,2015-12,139460,212085
Indiana,Dec,2016,30248,21688,1546,2016-12,40729,94211
Indiana,Dec,2017,26719,19906,1839,2017-12,41805,90269
Indiana,Dec,2018,24824,18824,2088,2018-12,24021,69757
Indiana,Dec,2019,26770,18746,2075,2019-12,757,48348
Indiana,Dec,2020,30336,21852,2192,2020-12,1082,55462
Indiana,Dec,2021,29183,20059,2676,2021-12,1351,53269
Indiana,Dec,2022,28936,18301,2244,2022-12,330,49811
Indiana,Feb,2010,11285,9441,302,2010-02,7970,28998
Indiana,Feb,2011,13991,9923,284,2011-02,6546,30744
Indiana,Feb,2012,19808,14257,568,2012-02,9076,43709
Indiana,Feb,2013,26643,18179,865,2013-02,10011,55698
Indiana,Feb,2014,22970,14166,904,2014-02,12042,50082
Indiana,Feb,2015,24373,13650,1152,2015-02,43228,82403
Indiana,Feb,2016,32373,14947,1625,2016-02,170646,219591
Indiana,Feb,2017,27343,13221,1288,2017-02,92422,134274
Indiana,Feb,2018,24019,13516,2056,2018-02,39795,79386
Indiana,Feb,2019,21297,11157,1623,2019-02,29574,63651
Indiana,Feb,2020,25949,12739,1974,2020-02,564,41226
Indiana,Feb,2021,25161,14378,2063,2021-02,902,42504
Indiana,Feb,2022,22916,13065,1803,2022-02,1013,38797
Indiana,Feb,2023,24114,12607,1765,2023-02,347,38833
Indiana,Jan,2010,9948,8614,294,2010-01,7459,26315
Indiana,Jan,2011,11783,8704,359,2011-01,8743,29589
Indiana,Jan,2012,14224,10574,511,2012-01,5044,30353
Indiana,Jan,2013,30334,20505,1121,2013-01,8353,60313
Indiana,Jan,2014,14854,10418,908,2014-01,11324,37504
Indiana,Jan,2015,18433,11935,1081,2015-01,34934,66383
Indiana,Jan,2016,29653,14356,1871,2016-01,183520,229400
Indiana,Jan,2017,21284,11456,1261,2017-01,45206,79207
Indiana,Jan,2018,17558,10258,1456,2018-01,52908,82180
Indiana,Jan,2019,17265,10423,1738,2019-01,107476,136902
Indiana,Jan,2020,22340,12461,2166,2020-01,846,37813
Indiana,Jan,2021,37237,22732,3005,2021-01,1205,64179
Indiana,Jan,2022,21402,12343,2205,2022-01,1287,37237
Indiana,Jan,2023,22825,12560,1912,2023-01,372,37669
Indiana,Jul,2009,6953,6249,203,2009-07,1,13406
Indiana,Jul,2010,7672,6279,150,2010-07,9258,23359
Indiana,Jul,2011,8622,6938,240,2011-07,2082,17882
Indiana,Jul,2012,11809,9380,387,2012-07,6499,28075
Indiana,Jul,2013,12316,9385,481,2013-07,27949,50131
Indiana,Jul,2014,13475,9126,555,2014-07,7651,30807
Indiana,Jul,2015,15416,8954,758,2015-07,26099,51227
Indiana,Jul,2016,19508,12191,1600,2016-07,53844,87143
Indiana,Jul,2017,15385,9995,950,2017-07,19386,45716
Indiana,Jul,2018,13914,7825,1101,2018-07,36004,58844
Indiana,Jul,2019,13982,7568,1225,2019-07,534,23309
Indiana,Jul,2020,32970,15066,2395,2020-07,1117,51548
Indiana,Jul,2021,21274,11190,1668,2021-07,1371,35503
Indiana,Jul,2022,25699,10652,1683,2022-07,386,38420
Indiana,Jul,2023,16217,9321,1450,2023-07,376,27364
Indiana,Jun,2009,6842,6285,15,2009-06,7,13149
Indiana,Jun,2010,7950,6307,228,2010-06,10706,25191
Indiana,Jun,2011,8876,6861,251,2011-06,6450,22438
Indiana,Jun,2012,12193,9656,432,2012-06,4834,27115
Indiana,Jun,2013,12447,9845,628,2013-06,15786,38706
Indiana,Jun,2014,13069,8702,530,2014-06,7644,29945
Indiana,Jun,2015,14845,8455,742,2015-06,37734,61776
Indiana,Jun,2016,18307,11949,1831,2016-06,61071,93158
Indiana,Jun,2017,18351,9706,1093,2017-06,19163,48313
Indiana,Jun,2018,15459,8455,1214,2018-06,47508,72636
Indiana,Jun,2019,15272,7963,1368,2019-06,168,24771
Indiana,Jun,2020,40492,16560,2561,2020-06,1097,60710
Indiana,Jun,2021,21193,10780,1592,2021-06,899,34464
Indiana,Jun,2022,22310,11461,2008,2022-06,407,36186
Indiana,Jun,2023,17712,9939,1512,2023-06,374,29537
Indiana,Mar,2010,12071,10378,386,2010-03,8505,31340
Indiana,Mar,2011,15597,11489,468,2011-03,9796,37350
Indiana,Mar,2012,18763,13250,672,2012-03,12257,44942
Indiana,Mar,2013,24239,18379,1055,2013-03,12834,56507
Indiana,Mar,2014,23024,15040,1085,2014-03,12438,51587
Indiana,Mar,2015,22176,13898,1201,2015-03,44831,82106
Indiana,Mar,2016,27883,13485,1472,2016-03,107510,150350
Indiana,Mar,2017,28593,14363,1575,2017-03,33324,77855
Indiana,Mar,2018,28224,16982,2950,2018-03,70713,118869
Indiana,Mar,2019,26630,13737,2005,2019-03,44867,87239
Indiana,Mar,2020,45695,22724,2613,2020-03,585,71617
Indiana,Mar,2021,36403,19692,2543,2021-03,912,59550
Indiana,Mar,2022,30469,16666,2365,2022-03,1399,50899
Indiana,Mar,2023,26541,14706,2078,2023-03,462,43787
Indiana,May,2010,7761,6257,216,2010-05,10016,24250
Indiana,May,2011,8658,7073,241,2011-05,7484,23456
Indiana,May,2012,11816,9152,380,2012-05,9028,30376
Indiana,May,2013,13497,10404,682,2013-05,14073,38656
Indiana,May,2014,15395,9454,677,2014-05,9559,35085
Indiana,May,2015,15952,8778,744,2015-05,38129,63603
Indiana,May,2016,16842,9264,965,2016-05,91807,118878
Indiana,May,2017,18110,9483,1060,2017-05,24235,52888
Indiana,May,2018,15856,8256,1296,2018-05,51103,76511
Indiana,May,2019,15062,8146,1431,2019-05,110,24749
Indiana,May,2020,30133,14420,2221,2020-05,657,47431
Indiana,May,2021,22724,11629,1660,2021-05,1099,37112
Indiana,May,2022,19617,9957,1372,2022-05,379,31325
Indiana,May,2023,18327,10110,1464,2023-05,398,30299
Indiana,Nov,2009,7883,14084,191,2009-11,6427,28585
Indiana,Nov,2010,8862,14956,185,2010-11,7193,31196
Indiana,Nov,2011,11350,17074,324,2011-11,5217,33965
Indiana,Nov,2012,17383,24331,899,2012-11,4124,46737
Indiana,Nov,2013,17093,21064,744,2013-11,11046,49947
Indiana,Nov,2014,16681,20381,824,2014-11,96876,134762
Indiana,Nov,2015,25519,20227,1113,2015-11,81935,128794
Indiana,Nov,2016,25246,23336,1521,2016-11,40805,90908
Indiana,Nov,2017,22558,20820,1772,2017-11,28638,73788
Indiana,Nov,2018,20522,18723,1533,2018-11,23053,63831
Indiana,Nov,2019,21903,17950,1776,2019-11,668,42297
Indiana,Nov,2020,29416,24425,2231,2020-11,1089,57161
Indiana,Nov,2021,23950,19182,1769,2021-11,1334,46235
Indiana,Nov,2022,23698,18044,1642,2022-11,315,43699
Indiana,Oct,2009,8784,11917,253,2009-10,7499,28453
Indiana,Oct,2010,9477,11402,240,2010-10,8025,29144
Indiana,Oct,2011,10498,12206,354,2011-10,4966,28024
Indiana,Oct,2012,14083,15844,690,2012-10,6449,37066
Indiana,Oct,2013,14671,14624,620,2013-10,12492,42407
Indiana,Oct,2014,16054,15005,733,2014-10,47593,79385
Indiana,Oct,2015,18633,13859,1055,2015-10,65285,98832
Indiana,Oct,2016,21058,16857,1725,2016-10,30950,70590
Indiana,Oct,2017,15966,13202,1450,2017-10,23109,53727
Indiana,Oct,2018,15032,12352,1151,2018-10,28925,57460
Indiana,Oct,2019,16204,12595,1528,2019-10,759,31086
Indiana,Oct,2020,27979,18181,2216,2020-10,1186,49562
Indiana,Oct,2021,21585,15646,1904,2021-10,1533,40668
Indiana,Oct,2022,20226,12643,1434,2022-10,270,34573
Indiana,Sep,2009,6860,8705,170,2009-09,9155,24890
Indiana,Sep,2010,8301,8792,167,2010-09,9235,26495
Indiana,Sep,2011,9423,10639,281,2011-09,6165,26508
Indiana,Sep,2012,12916,12873,509,2012-09,5584,31882
Indiana,Sep,2013,12956,12954,576,2013-09,12443,38929
Indiana,Sep,2014,13876,12326,647,2014-09,6439,33288
Indiana,Sep,2015,16754,11905,965,2015-09,53051,82675
Indiana,Sep,2016,17402,13402,1291,2016-09,30423,62518
Indiana,Sep,2017,16093,11332,1123,2017-09,18241,46789
Indiana,Sep,2018,13687,10201,1068,2018-09,25056,50012
Indiana,Sep,2019,15291,10734,1680,2019-09,504,28209
Indiana,Sep,2020,26530,15978,1955,2020-09,1254,45717
Indiana,Sep,2021,20859,14814,1857,2021-09,1756,39286
Indiana,Sep,2022,21991,12729,1559,2022-09,373,36652
Indiana,Sep,2023,16104,11963,1480,2023-09,366,29913
Kentucky,Apr,2010,6274,6352,104,2010-04,194706,207436
Kentucky,Apr,2011,7336,7619,130,2011-04,164997,180082
Kentucky,Apr,2012,7521,7238,125,2012-04,186399,201283
Kentucky,Apr,2013,10079,9442,180,2013-04,15448,35149
Kentucky,Apr,2014,7460,6916,148,2014-04,255799,270323
Kentucky,Apr,2015,8012,6829,245,2015-04,234945,250031
Kentucky,Apr,2016,9657,7070,223,2016-04,285372,302322
Kentucky,Apr,2017,9858,6519,257,2017-04,372852,389486
Kentucky,Apr,2018,8893,6662,439,2018-04,390433,406427
Kentucky,Apr,2019,10133,5989,390,2019-04,361715,378227
Kentucky,Apr,2020,20712,12196,820,2020-04,1555,35283
Kentucky,Apr,2021,16555,11347,742,2021-04,1448,30092
Kentucky,Apr,2022,11609,8991,601,2022-04,809,22010
Kentucky,Apr,2023,10210,8238,646,2023-04,735,19829
Kentucky,Aug,2009,5978,7073,91,2009-08,165893,179035
Kentucky,Aug,2010,5882,6494,75,2010-08,164916,177367
Kentucky,Aug,2011,6336,7407,91,2011-08,171241,185075
Kentucky,Aug,2012,8244,8463,170,2012-08,193694,210571
Kentucky,Aug,2013,7225,8437,134,2013-08,7118,22914
Kentucky,Aug,2014,7230,7382,155,2014-08,213126,227893
Kentucky,Aug,2015,8238,7362,201,2015-08,266788,282589
Kentucky,Aug,2016,8842,7187,281,2016-08,9579,25889
Kentucky,Aug,2017,8039,6555,244,2017-08,376016,390854
Kentucky,Aug,2018,7250,6241,306,2018-08,393679,407476
Kentucky,Aug,2019,10802,6592,475,2019-08,1628,19497
Kentucky,Aug,2020,18531,10985,842,2020-08,2318,32676
Kentucky,Aug,2021,10896,8616,587,2021-08,875,20974
Kentucky,Aug,2022,9851,7604,645,2022-08,797,18897
Kentucky,Aug,2023,8475,7034,552,2023-08,636,16697
Kentucky,Dec,2009,9768,16164,134,2009-12,179234,205300
Kentucky,Dec,2010,10109,16321,103,2010-12,157541,184074
Kentucky,Dec,2011,12400,19464,174,2011-12,176893,208931
Kentucky,Dec,2012,19442,26550,433,2012-12,208969,255394
Kentucky,Dec,2013,11500,17782,251,2013-12,197781,227314
Kentucky,Dec,2014,14308,17629,308,2014-12,259142,291387
Kentucky,Dec,2015,25569,19995,607,2015-12,258154,304325
Kentucky,Dec,2016,17311,16766,371,2016-12,358510,392958
Kentucky,Dec,2017,16727,16102,502,2017-12,380648,413979
Kentucky,Dec,2018,14189,14309,581,2018-12,371756,400835
Kentucky,Dec,2019,16185,14471,729,2019-12,1160,32545
Kentucky,Dec,2020,19170,17438,765,2020-12,1365,38738
Kentucky,Dec,2021,18288,16090,866,2021-12,623,35867
Kentucky,Dec,2022,16789,15697,861,2022-12,522,33869
Kentucky,Feb,2010,9886,9557,138,2010-02,185467,205048
Kentucky,Feb,2011,11819,10032,132,2011-02,159327,181310
Kentucky,Feb,2012,14498,11882,202,2012-02,180668,207250
Kentucky,Feb,2013,19072,13980,321,2013-02,205714,239087
Kentucky,Feb,2014,13082,10425,214,2014-02,227921,251642
Kentucky,Feb,2015,13909,9486,310,2015-02,167767,191472
Kentucky,Feb,2016,19243,10414,404,2016-02,229733,259794
Kentucky,Feb,2017,14975,8636,253,2017-02,283492,307356
Kentucky,Feb,2018,13917,9302,532,2018-02,387471,411222
Kentucky,Feb,2019,12027,7182,443,2019-02,303739,323391
Kentucky,Feb,2020,15294,8763,668,2020-02,1993,26718
Kentucky,Feb,2021,12171,8806,609,2021-02,1304,22890
Kentucky,Feb,2022,13175,9793,649,2022-02,580,24197
Kentucky,Feb,2023,12761,8864,662,2023-02,690,22977
Kentucky,Jan,2010,7133,7283,107,2010-01,183423,197946
Kentucky,Jan,2011,7773,7003,116,2011-01,158538,173430
Kentucky,Jan,2012,8633,7855,154,2012-01,178454,195096
Kentucky,Jan,2013,17460,13023,448,2013-01,203214,234145
Kentucky,Jan,2014,7116,6657,200,2014-01,240641,254614
Kentucky,Jan,2015,9629,7663,241,2015-01,298959,316492
Kentucky,Jan,2016,13847,7713,403,2016-01,277415,299378
Kentucky,Jan,2017,9743,6700,292,2017-01,325954,342689
Kentucky,Jan,2018,8202,5736,323,2018-01,384989,399250
Kentucky,Jan,2019,8170,6213,510,2019-01,290432,305325
Kentucky,Jan,2020,12022,7558,704,2020-01,2314,22598
Kentucky,Jan,2021,20728,15271,982,2021-01,1562,38543
Kentucky,Jan,2022,9894,7487,634,2022-01,657,18672
Kentucky,Jan,2023,10744,8081,628,2023-01,716,20169
Kentucky,Jul,2009,6320,5795,147,2009-07,163417,175679
Kentucky,Jul,2010,5885,5426,93,2010-07,204102,215506
Kentucky,Jul,2011,5763,5421,74,2011-07,169071,180329
Kentucky,Jul,2012,7523,6566,128,2012-07,191827,206044
Kentucky,Jul,2013,6395,6133,184,2013-07,12941,25653
Kentucky,Jul,2014,6375,5428,151,2014-07,232847,244801
Kentucky,Jul,2015,8223,5645,238,2015-07,201788,215894
Kentucky,Jul,2016,9378,6615,321,2016-07,342858,359172
Kentucky,Jul,2017,7236,5118,241,2017-07,374603,387198
Kentucky,Jul,2018,6306,4537,295,2018-07,379409,390547
Kentucky,Jul,2019,8059,4658,370,2019-07,1627,14714
Kentucky,Jul,2020,20962,10578,947,2020-07,1481,33968
Kentucky,Jul,2021,11047,7299,558,2021-07,793,19697
Kentucky,Jul,2022,10184,6714,642,2022-07,630,18170
Kentucky,Jul,2023,8219,5806,577,2023-07,617,15219
Kentucky,Jun,2009,5800,5457,10,2009-06,161497,172764
Kentucky,Jun,2010,5223,4634,90,2010-06,202592,212539
Kentucky,Jun,2011,5729,5255,89,2011-06,168982,180055
Kentucky,Jun,2012,7304,6699,122,2012-06,190681,204806
Kentucky,Jun,2013,6556,5943,129,2013-06,12923,25551
Kentucky,Jun,2014,6061,5196,157,2014-06,199326,210740
Kentucky,Jun,2015,7280,5300,178,2015-06,225599,238357
Kentucky,Jun,2016,8703,6584,438,2016-06,340735,356460
Kentucky,Jun,2017,8765,5223,265,2017-06,373842,388095
Kentucky,Jun,2018,7130,4686,304,2018-06,395679,407799
Kentucky,Jun,2019,8520,4608,384,2019-06,150731,164243
Kentucky,Jun,2020,27051,11707,993,2020-06,1175,40926
Kentucky,Jun,2021,11034,6804,510,2021-06,1026,19374
Kentucky,Jun,2022,10740,7033,763,2022-06,662,19198
Kentucky,Jun,2023,9015,6134,502,2023-06,743,16394
Kentucky,Mar,2010,8521,8143,126,2010-03,190528,207318
Kentucky,Mar,2011,9757,9133,139,2011-03,161429,180458
Kentucky,Mar,2012,11306,9638,162,2012-03,185109,206215
Kentucky,Mar,2013,14921,12647,337,2013-03,210474,238379
Kentucky,Mar,2014,10541,8970,216,2014-03,257321,277048
Kentucky,Mar,2015,10407,8327,283,2015-03,258825,277842
Kentucky,Mar,2016,13816,8391,283,2016-03,294755,317245
Kentucky,Mar,2017,13769,8992,347,2017-03,370113,393221
Kentucky,Mar,2018,14642,10303,818,2018-03,390708,416471
Kentucky,Mar,2019,15646,8110,534,2019-03,350354,374644
Kentucky,Mar,2020,28268,15315,937,2020-03,2394,46914
Kentucky,Mar,2021,21777,14505,911,2021-03,1802,38995
Kentucky,Mar,2022,15620,11957,822,2022-03,807,29206
Kentucky,Mar,2023,12713,9877,725,2023-03,859,24174
Kentucky,May,2010,5486,5056,79,2010-05,199991,210612
Kentucky,May,2011,5872,5437,96,2011-05,165851,177256
Kentucky,May,2012,6851,6038,119,2012-05,187970,200978
Kentucky,May,2013,7976,6876,161,2013-05,5897,20910
Kentucky,May,2014,6668,5294,160,2014-05,214214,226336
Kentucky,May,2015,7321,5133,185,2015-05,255314,267953
Kentucky,May,2016,8049,5244,222,2016-05,305018,318533
Kentucky,May,2017,8690,5378,223,2017-05,374078,388369
Kentucky,May,2018,7620,4696,344,2018-05,379571,392231
Kentucky,May,2019,7899,4585,343,2019-05,315756,328583
Kentucky,May,2020,20881,11275,823,2020-05,466,33445
Kentucky,May,2021,11863,7497,520,2021-05,1423,21303
Kentucky,May,2022,9753,6567,505,2022-05,673,17498
Kentucky,May,2023,9498,6426,502,2023-05,790,17216
Kentucky,Nov,2009,6521,12119,120,2009-11,172706,191466
Kentucky,Nov,2010,6776,13152,91,2010-11,156871,176890
Kentucky,Nov,2011,7447,15122,124,2011-11,175670,198363
Kentucky,Nov,2012,10571,17789,255,2012-11,185005,213620
Kentucky,Nov,2013,8074,15492,208,2013-11,179357,203131
Kentucky,Nov,2014,8807,15632,228,2014-11,54751,79418
Kentucky,Nov,2015,12155,14847,254,2015-11,264140,291396
Kentucky,Nov,2016,12847,14844,329,2016-11,297507,325527
Kentucky,Nov,2017,12568,13718,365,2017-11,373308,399959
Kentucky,Nov,2018,10506,12670,437,2018-11,393953,417566
Kentucky,Nov,2019,12094,12686,528,2019-11,1372,26680
Kentucky,Nov,2020,16578,17091,806,2020-11,1608,36083
Kentucky,Nov,2021,13586,14178,587,2021-11,699,29050
Kentucky,Nov,2022,12229,13521,606,2022-11,551,26907
Kentucky,Oct,2009,6802,11016,119,2009-10,171503,189440
Kentucky,Oct,2010,6796,9734,93,2010-10,155870,172493
Kentucky,Oct,2011,6373,10721,90,2011-10,174243,191427
Kentucky,Oct,2012,8226,11474,154,2012-10,195917,215771
Kentucky,Oct,2013,6821,10102,146,2013-10,182023,199092
Kentucky,Oct,2014,8530,11463,211,2014-10,6049,26253
Kentucky,Oct,2015,9520,10953,260,2015-10,250325,271058
Kentucky,Oct,2016,10111,10030,354,2016-10,354387,374882
Kentucky,Oct,2017,8758,8739,371,2017-10,379403,397271
Kentucky,Oct,2018,7065,8001,360,2018-10,394208,409634
Kentucky,Oct,2019,8759,8890,455,2019-10,2238,20342
Kentucky,Oct,2020,15816,12804,763,2020-10,1912,31295
Kentucky,Oct,2021,11884,10975,625,2021-10,665,24149
Kentucky,Oct,2022,9836,9489,517,2022-10,606,20448
Kentucky,Sep,2009,5913,8115,86,2009-09,168779,182893
Kentucky,Sep,2010,6340,7758,78,2010-09,153331,167507
Kentucky,Sep,2011,6331,8904,103,2011-09,173301,188639
Kentucky,Sep,2012,7850,9397,155,2012-09,194898,212300
Kentucky,Sep,2013,6237,7751,141,2013-09,35823,49952
Kentucky,Sep,2014,6912,8077,183,2014-09,60765,75937
Kentucky,Sep,2015,8437,8102,214,2015-09,241368,258121
Kentucky,Sep,2016,8917,8172,257,2016-09,276744,294090
Kentucky,Sep,2017,8112,7543,253,2017-09,378384,394292
Kentucky,Sep,2018,6603,6014,300,2018-09,393160,406077
Kentucky,Sep,2019,8526,6502,489,2019-09,1675,17192
Kentucky,Sep,2020,16006,10674,715,2020-09,2039,29434
Kentucky,Sep,2021,10921,9383,586,2021-09,703,21593
Kentucky,Sep,2022,9610,7857,527,2022-09,638,18632
Kentucky,Sep,2023,8369,7610,472,2023-09,509,16960
North Carolina,Apr,2010,203,7514,169,2010-04,12280,20166
North Carolina,Apr,2011,295,8863,254,2011-04,13480,22892
North Carolina,Apr,2012,595,10061,248,2012-04,16909,27813
North Carolina,Apr,2013,635,13493,517,2013-04,28195,42840
North Carolina,Apr,2014,899,9966,496,2014-04,44082,55443
North Carolina,Apr,2015,950,9667,535,2015-04,22434,33586
North Carolina,Apr,2016,1250,10280,607,2016-04,27505,39642
North Carolina,Apr,2017,1471,9870,678,2017-04,24568,36587
North Carolina,Apr,2018,1340,10138,1121,2018-04,31747,44346
North Carolina,Apr,2019,1487,8892,980,2019-04,27292,38651
North Carolina,Apr,2020,2199,20928,1705,2020-04,37217,62049
North Carolina,Apr,2021,1936,17807,1642,2021-04,50010,71395
North Carolina,Apr,2022,1655,12435,1148,2022-04,27640,42878
North Carolina,Apr,2023,46040,11984,1388,2023-04,18825,78237
North Carolina,Aug,2009,193,9260,149,2009-08,11878,21480
North Carolina,Aug,2010,223,9248,169,2010-08,13321,22961
North Carolina,Aug,2011,245,10475,215,2011-08,13217,24152
North Carolina,Aug,2012,663,13545,346,2012-08,17510,32064
North Carolina,Aug,2013,1125,13357,322,2013-08,17404,32208
North Carolina,Aug,2014,930,12038,448,2014-08,16602,30018
North Carolina,Aug,2015,1063,11789,575,2015-08,21906,35333
North Carolina,Aug,2016,1208,12513,755,2016-08,28076,42552
North Carolina,Aug,2017,1194,11949,649,2017-08,23051,36843
North Carolina,Aug,2018,1180,10190,738,2018-08,22956,35064
North Carolina,Aug,2019,1724,11474,1225,2019-08,24648,39071
North Carolina,Aug,2020,2534,18885,1603,2020-08,51670,74692
North Carolina,Aug,2021,1541,14143,1158,2021-08,32676,49518
North Carolina,Aug,2022,1571,12808,1231,2022-08,29181,44791
North Carolina,Aug,2023,21623,10674,1307,2023-08,13410,47014
North Carolina,Dec,2009,239,21565,208,2009-12,12785,34797
North Carolina,Dec,2010,361,22141,178,2010-12,12712,35392
North Carolina,Dec,2011,653,27849,311,2011-12,15879,44692
North Carolina,Dec,2012,1234,41758,773,2012-12,25445,69210
North Carolina,Dec,2013,1171,28667,472,2013-12,24231,54541
North Carolina,Dec,2014,1745,27082,658,2014-12,22263,51748
North Carolina,Dec,2015,2536,31238,1282,2015-12,36332,71388
North Carolina,Dec,2016,2163,28023,907,2016-12,29463,60556
North Carolina,Dec,2017,2452,25060,1062,2017-12,24036,52610
North Carolina,Dec,2018,2367,22327,1265,2018-12,21349,47308
North Carolina,Dec,2019,2559,22945,1295,2019-12,23541,50340
North Carolina,Dec,2020,2647,28052,1607,2020-12,45294,77600
North Carolina,Dec,2021,2495,25331,1599,2021-12,31504,60929
North Carolina,Dec,2022,2841,23239,1438,2022-12,28256,55774
North Carolina,Feb,2010,325,11629,208,2010-02,14598,26760
North Carolina,Feb,2011,359,12774,279,2011-02,18129,31541
North Carolina,Feb,2012,857,16115,482,2012-02,24362,41816
North Carolina,Feb,2013,1085,21728,691,2013-02,41227,64731
North Carolina,Feb,2014,1082,15014,504,2014-02,199748,216348
North Carolina,Feb,2015,1364,14638,772,2015-02,24718,41492
North Carolina,Feb,2016,1543,14935,835,2016-02,33753,51066
North Carolina,Feb,2017,1410,13488,780,2017-02,29573,45251
North Carolina,Feb,2018,1642,13498,1104,2018-02,30480,46724
